,id,desc
10,p02879.html,"
 Problem Statement Having learned the multiplication table, Takahashi can multiply two integers between  1  and  9  (inclusive) together. He cannot do any other calculation. 
 Given are two integers  A  and  B . 
 If Takahashi can calculate  A \times B , print the result; if he cannot, print  -1  instead. 
 
 
 
 
 Constraints 
 1 \leq A \leq 20 
 1 \leq B \leq 20 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 A   B 
 
 
 
 
 
 Output If Takahashi can calculate  A \times B , print the result; if he cannot, print  -1 . 
 
 
 
 
 
 
 "
11,p03073.html,"
 Problem Statement N  tiles are arranged in a row from left to right. The initial color of each tile is represented by a string  S  of length  N . 
 The  i -th tile from the left is painted black if the  i -th character of  S  is  0 , and painted white if that character is  1 . 
 You want to repaint some of the tiles black or white, so that any two adjacent tiles have different colors. 
 At least how many tiles need to be repainted to satisfy the condition? 
 
 
 
 
 Constraints 
 1 \leq |S| \leq 10^5 
 S_i  is  0  or  1 . 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 S 
 
 
 
 
 
 Output Print the minimum number of tiles that need to be repainted to satisfy the condition. 
 
 
 
 
 
 
 "
12,p02406.html,"
 Structured Programming 
 
In programming languages like C/C++, a goto statement provides an unconditional jump from the ""goto"" to a labeled statement. For example, a statement ""goto CHECK_NUM;"" is executed, control of the program jumps to CHECK_NUM. Using these constructs, you can implement, for example, loops.
 
 
Note that use of goto statement is highly discouraged, because it is difficult to trace the control flow of a program which includes goto.
 
 
Write a program which does precisely the same thing as the following program (this example is wrtten in C++). Let's try to write the program without goto statements.
 
 
void call(int n){
  int i = 1;
 CHECK_NUM:
  int x = i;
  if ( x % 3 == 0 ){
    cout << "" "" << i;
    goto END_CHECK_NUM;
  }
 INCLUDE3:
  if ( x % 10 == 3 ){
    cout << "" "" << i;
    goto END_CHECK_NUM;
  }
  x /= 10;
  if ( x ) goto INCLUDE3;
 END_CHECK_NUM:
  if ( ++i <= n ) goto CHECK_NUM;

  cout << endl;
}
 
 Input 
 
An integer  n  is given in a line.
 
 Output 
 
Print the output result of the above program for given integer  n .
 
 Constraints 
 
 3 ≤  n  ≤ 10000 
 
 "
13,p02911.html,"
 Problem Statement 
 Takahashi has decided to hold fastest-finger-fast quiz games. Kizahashi, who is in charge of making the scoreboard, is struggling to write the program that manages the players' scores in a game, which proceeds as follows. 
 A game is played by  N  players, numbered  1  to  N . At the beginning of a game, each player has  K  points. 
 When a player correctly answers a question, each of the other  N-1  players receives minus one ( -1 ) point. There is no other factor that affects the players' scores. 
 At the end of a game, the players with  0  points or lower are eliminated, and the remaining players survive. 
 In the last game, the players gave a total of  Q  correct answers, the  i -th of which was given by Player  A_i .
For Kizahashi, write a program that determines whether each of the  N  players survived this game. 
 
 
 
 
 Constraints 
 
 All values in input are integers. 
 2 \leq N \leq 10^5 
 1 \leq K \leq 10^9 
 1 \leq Q \leq 10^5 
 1 \leq A_i \leq N\ (1 \leq i \leq Q) 
 
 
 
 
 
 
 
 Input 
 Input is given from Standard Input in the following format: 
 N   K   Q 
 A_1 
 A_2 
 . 
 . 
 . 
 A_Q 
 
 
 
 
 
 Output 
 Print  N  lines. The  i -th line should contain  Yes  if Player  i  survived the game, and  No  otherwise. 
 
 
 
 
 
 
 "
14,p02783.html,"
 Problem Statement Serval is fighting with a monster. 
 The  health  of the monster is  H . 
 In one attack, Serval can decrease the monster's health by  A .
There is no other way to decrease the monster's health. 
 Serval wins when the monster's health becomes  0  or below. 
 Find the number of attacks Serval needs to make before winning. 
 
 
 
 
 Constraints 
 1 \leq H \leq 10^4 
 1 \leq A \leq 10^4 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 H   A 
 
 
 
 
 
 Output Print the number of attacks Serval needs to make before winning. 
 
 
 
 
 
 
 "
15,p02641.html,"
 Problem Statement Given are an integer  X  and an integer sequence of length  N :  p_1, \ldots, p_N . 
 Among the integers not contained in the sequence  p_1, \ldots, p_N  (not necessarily positive), find the integer nearest to  X , that is, find the integer whose absolute difference with  X  is the minimum. If there are multiple such integers, report the smallest such integer. 
 
 
 
 
 Constraints 
 1 \leq X \leq 100 
 0 \leq N \leq 100 
 1 \leq p_i \leq 100 
 p_1, \ldots, p_N  are all distinct. 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 X   N 
 p_1   ...   p_N 
 
 
 
 
 
 Output Print the answer. 
 
 
 
 
 
 
 "
16,p02257.html,"
 Prime Numbers 
 
A prime number is a natural number which has exactly two distinct natural number divisors: 1 and itself. For example, the first four prime numbers are: 2, 3, 5 and 7.
 
 
Write a program which reads a list of  N  integers and prints the number of prime numbers in the list.
 
 Input 
 
The first line contains an integer  N , the number of elements in the list.
 
 
 N  numbers are given in the following lines.
 
 Output 
 
Print the number of prime numbers in the given list.
 
 Constraints 
 
1 ≤  N  ≤ 10000
 
 
2 ≤  an element of the list  ≤ 10 8 
 
 "
17,p02259.html,"
 Bubble Sort 
 
Write a program of the Bubble Sort algorithm which sorts a sequence  A  in ascending order. The algorithm should be based on the following pseudocode:
 
 
BubbleSort(A)
1 for i = 0 to A.length-1
2     for j = A.length-1 downto i+1
3         if A[j] < A[j-1]
4             swap A[j] and A[j-1]
 
 
Note that, indices for array elements are based on 0-origin.
 
 
Your program should also print the number of swap operations defined in line 4 of the pseudocode.
 
 Input 
 
The first line of the input includes an integer  N , the number of elements in the sequence.
 
 
In the second line,  N  elements of the sequence are given separated by spaces characters.
 
 Output 
 
The output consists of 2 lines. 
 
 
In the first line, please print the sorted sequence. Two contiguous elements of the sequence should be separated by a space character.
 
 
In the second line, please print the number of swap operations.
 
 Constraints 
 
1 ≤  N  ≤ 100
 
 "
18,p02415.html,"
 Toggling Cases 
 
  Write a program which converts uppercase/lowercase letters to lowercase/uppercase for a given string.
 
 Input 
 
  A string is given in a line.
 
 Output 
 
  Print the converted string in a line. Note that you do not need to convert any characters other than alphabetical letters.
 
 Constraints 
 
 The length of the input string < 1200 
 
 "
19,p02410.html,"
 
 
 Matrix Vector Multiplication 
 
Write a program which reads a $ n \times m$ matrix $A$  and a $m \times 1$ vector $b$, and prints their product $Ab$.
 
 
  A column vector with  m  elements is represented by the following equation.
 

\[
  b = \left(
    \begin{array}{c}
      b_1  \\
      b_2  \\
      : \\ 
      b_m \\ 
    \end{array}
  \right)
\]

 
  A $n \times m$ matrix with $m$ column vectors, each of which consists of $n$ elements, is represented by the following equation.
 

\[
  A = \left(
    \begin{array}{cccc}
      a_{11} & a_{12} & ... & a_{1m} \\
      a_{21} & a_{22} & ... & a_{2m} \\
       :    &   :   &  :  &  : \\
      a_{n1} & a_{n2} & ... & a_{nm} \\
    \end{array}
  \right)
\]

 
  $i$-th element of a $m \times 1$ column vector $b$ is represented by $b_i$ ($i = 1, 2, ..., m$), and the element in $i$-th row and $j$-th column of a matrix $A$ is represented by $a_{ij}$ ($i = 1, 2, ..., n,$  $j = 1, 2, ..., m$).
 
 
The product of a $n \times m$ matrix $A$ and a $m \times 1$ column vector $b$ is a $n \times 1$ column vector $c$, and $c_i$ is obtained by the following formula:
 

\[
c_i = \sum_{j=1}^m a_{ij}b_j  = a_{i1}b_1 + a_{i2}b_2 + ... + a_{im}b_m
\]


 Input 
 
  In the first line, two integers $n$ and $m$ are given. In the following $n$ lines, $a_{ij}$ are given separated by a single space character. In the next $m$ lines, $b_i$ is given in a line.
 
 Output 
 
  The output consists of $n$ lines. Print $c_i$ in a line.
 
 Constraints 
 
 $1 \leq n, m \leq 100$ 
 $0 \leq b_i, a_{ij} \leq 1000$ 
 
 "
20,p03285.html,"
 Problem Statement La Confiserie d'ABC  sells cakes at  4  dollars each and doughnuts at  7  dollars each.
Determine if there is a way to buy some of them for exactly  N  dollars. You can buy two or more doughnuts and two or more cakes, and you can also choose to buy zero doughnuts or zero cakes. 
 
 
 
 
 Constraints 
 N  is an integer between  1  and  100 , inclusive. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N 
 
 
 
 
 
 Output If there is a way to buy some cakes and some doughnuts for exactly  N  dollars, print  Yes ; otherwise, print  No . 
 
 
 
 
 
 
 "
21,p02777.html,"
 Problem Statement 
 We have  A  balls with the string  S  written on each of them and  B  balls with the string  T  written on each of them. 
From these balls, Takahashi chooses one with the string  U  written on it and throws it away. 
Find the number of balls with the string  S  and balls with the string  T  that we have now. 
 
 
 
 
 Constraints 
 
 S ,  T , and  U  are strings consisting of lowercase English letters. 
 The lengths of  S  and  T  are each between  1  and  10  (inclusive). 
 S \not= T 
 S=U  or  T=U . 
 1 \leq A,B \leq 10 
 A  and  B  are integers. 
 
 
 
 
 
 
 
 Input 
 Input is given from Standard Input in the following format: 
 S   T 
 A   B 
 U 
 
 
 
 
 
 Output 
 Print the answer, with space in between. 
 
 
 
 
 
 
 "
22,p03043.html,"
 Problem Statement Snuke has a fair  N -sided die that shows the integers from  1  to  N  with equal probability and a fair coin. He will play the following game with them: 
 
 Throw the die. The current score is the result of the die. 
 As long as the score is between  1  and  K-1  (inclusive), keep flipping the coin. The score is doubled each time the coin lands heads up, and the score becomes  0  if the coin lands tails up. 
 The game ends when the score becomes  0  or becomes  K  or above. Snuke wins if the score is  K  or above, and loses if the score is  0 . 
 
 You are given  N  and  K . Find the probability that Snuke wins the game. 
 
 
 
 
 Constraints 
 1 ≤ N ≤ 10^5 
 1 ≤ K ≤ 10^5 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N   K 
 
 
 
 
 
 Output Print the probability that Snuke wins the game. The output is considered correct when the absolute or relative error is at most  10^{-9} . 
 
 
 
 
 
 
 "
23,p03998.html,"
 Problem Statement Alice, Bob and Charlie are playing  Card Game for Three , as below: 
 
 At first, each of the three players has a deck consisting of some number of cards. Each card has a letter  a ,  b  or  c  written on it. The orders of the cards in the decks cannot be rearranged. 
 The players take turns. Alice goes first. 
 If the current player's deck contains at least one card, discard the top card in the deck. Then, the player whose name begins with the letter on the discarded card, takes the next turn. (For example, if the card says  a , Alice takes the next turn.) 
 If the current player's deck is empty, the game ends and the current player wins the game. 
 
 You are given the initial decks of the players.
More specifically, you are given three strings  S_A ,  S_B  and  S_C . The  i -th  (1≦i≦|S_A|)  letter in  S_A  is the letter on the  i -th card in Alice's initial deck.  S_B  and  S_C  describes Bob's and Charlie's initial decks in the same way. 
 Determine the winner of the game. 
 
 
 
 
 Constraints 
 1≦|S_A|≦100 
 1≦|S_B|≦100 
 1≦|S_C|≦100 
 Each letter in  S_A ,  S_B ,  S_C  is  a ,  b  or  c . 
 
 
 
 
 
 
 
 Input The input is given from Standard Input in the following format: 
 S_A 
 S_B 
 S_C 
 
 
 
 
 
 Output If Alice will win, print  A . If Bob will win, print  B . If Charlie will win, print  C . 
 
 
 
 
 
 
 "
24,p02819.html,"
 Problem Statement 
 Find the minimum prime number greater than or equal to  X . 
 
 
 
 
 Notes 
 A prime number is an integer greater than  1  that cannot be evenly divided by any positive integer except  1  and itself. 
 For example,  2 ,  3 , and  5  are prime numbers, while  4  and  6  are not. 
 
 
 
 
 Constraints 
 
  2 \le X \le 10^5  
 All values in input are integers. 
 
 
 
 
 
 
 
 Input 
 Input is given from Standard Input in the following format: 
 X 
 
 
 
 
 
 Output 
 Print the minimum prime number greater than or equal to  X . 
 
 
 
 
 
 
 "
25,p03011.html,"
 Problem Statement There are three airports A, B and C, and flights between each pair of airports in both directions. 
 A one-way flight between airports A and B takes  P  hours, a one-way flight between airports B and C takes  Q  hours, and a one-way flight between airports C and A takes  R  hours. 
 Consider a route where we start at one of the airports, fly to another airport and then fly to the other airport. 
 What is the minimum possible sum of the flight times? 
 
 
 
 
 Constraints 
 1 \leq P,Q,R \leq 100 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 P   Q   R 
 
 
 
 
 
 Output Print the minimum possible sum of the flight times. 
 
 
 
 
 
 
 "
26,p02909.html,"
 Problem Statement 
 The weather in Takahashi's town changes day by day, in the following cycle: Sunny, Cloudy, Rainy, Sunny, Cloudy, Rainy, ... 
 Given is a string  S  representing the weather in the town today. Predict the weather tomorrow. 
 
 
 
 
 Constraints 
 
 S  is  Sunny ,  Cloudy , or  Rainy . 
 
 
 
 
 
 
 
 Input 
 Input is given from Standard Input in the following format: 
 S 
 
 
 
 
 
 Output 
 Print a string representing the expected weather tomorrow, in the same format in which input is given. 
 
 
 
 
 
 
 "
27,p03416.html,"
 Problem Statement Find the number of  palindromic numbers  among the integers between  A  and  B  (inclusive).
Here, a palindromic number is a positive integer whose string representation in base  10  (without leading zeros) reads the same forward and backward. 
 
 
 
 
 Constraints 
 10000 \leq A \leq B \leq 99999 
 All input values are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 A   B 
 
 
 
 
 
 Output Print the number of  palindromic numbers  among the integers between  A  and  B  (inclusive). 
 
 
 
 
 
 
 "
28,p00005.html,"
 GCD and LCM 
 
Write a program which computes the greatest common divisor (GCD) and the least common multiple (LCM) of given  a  and  b . 
 
 Input 
 
Input consists of several data sets. Each data set contains  a  and  b  separated by a single space in a line. The input terminates with EOF.
 
 Constraints 
 
  0 <  a, b  ≤ 2,000,000,000 
  LCM( a, b ) ≤ 2,000,000,000 
  The number of data sets ≤ 50 
 
 Output 
 
For each data set, print GCD and LCM separated by a single space in a line.
 
 "
29,p02946.html,"
 Problem Statement There are  2000001  stones placed on a number line. The coordinates of these stones are  -1000000, -999999, -999998, \ldots, 999999, 1000000 . 
 Among them, some  K  consecutive stones are painted black, and the others are painted white. 
 Additionally, we know that the stone at coordinate  X  is painted black. 
 Print all coordinates that potentially contain a stone painted black, in ascending order. 
 
 
 
 
 Constraints 
 1 \leq K \leq 100 
 0 \leq X \leq 100 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 K   X 
 
 
 
 
 
 Output Print all coordinates that potentially contain a stone painted black, in ascending order, with spaces in between. 
 
 
 
 
 
 
 "
30,p02958.html,"
 Problem Statement We have a sequence  p  = { p_1,\ p_2,\ ...,\ p_N } which is a permutation of { 1,\ 2,\ ...,\ N }. 
 You can perform the following operation at most once: choose integers  i  and  j   (1 \leq i < j \leq N) , and swap  p_i  and  p_j . Note that you can also choose not to perform it. 
 Print  YES  if you can sort  p  in ascending order in this way, and  NO  otherwise. 
 
 
 
 
 Constraints 
 All values in input are integers. 
 2 \leq N \leq 50 
 p  is a permutation of { 1,\ 2,\ ...,\ N }. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N 
 p_1   p_2   ...   p_N 
 
 
 
 
 
 Output Print  YES  if you can sort  p  in ascending order in the way stated in the problem statement, and  NO  otherwise. 
 
 
 
 
 
 
 "
31,p03107.html,"
 Problem Statement There are  N  cubes stacked vertically on a desk. 
 You are given a string  S  of length  N . The color of the  i -th cube from the bottom is red if the  i -th character in  S  is  0 , and blue if that character is  1 . 
 You can perform the following operation any number of times: choose a red cube and a blue cube that are adjacent, and remove them. Here, the cubes that were stacked on the removed cubes will fall down onto the object below them. 
 At most how many cubes can be removed? 
 
 
 
 
 Constraints 
 1 \leq N \leq 10^5 
 |S| = N 
 Each character in  S  is  0  or  1 . 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 S 
 
 
 
 
 
 Output Print the maximum number of cubes that can be removed. 
 
 
 
 
 
 
 "
32,p02970.html,"
 Problem Statement There are  N  apple trees in a row. People say that one of them will bear golden apples. 
 We want to deploy some number of inspectors so that each of these trees will be inspected. 
 Each inspector will be deployed under one of the trees. For convenience, we will assign numbers from  1  through  N  to the trees. An inspector deployed under the  i -th tree  (1 \leq i \leq N)  will inspect the trees with numbers between  i-D  and  i+D  (inclusive). 
 Find the minimum number of inspectors that we need to deploy to achieve the objective. 
 
 
 
 
 Constraints 
 All values in input are integers. 
 1 \leq N \leq 20 
 1 \leq D \leq 20 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N   D 
 
 
 
 
 
 Output Print the minimum number of inspectors that we need to deploy to achieve the objective. 
 
 
 
 
 
 
 "
33,p02971.html,"
 Problem Statement You are given a sequence of length  N :  A_1, A_2, ..., A_N .
For each integer  i  between  1  and  N  (inclusive), answer the following question: 
 
 Find the maximum value among the  N-1  elements other than  A_i  in the sequence. 
 
 
 
 
 
 Constraints 
 2 \leq N \leq 200000 
 1 \leq A_i \leq 200000 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N 
 A_1 
 : 
 A_N 
 
 
 
 
 
 Output Print  N  lines. The  i -th line ( 1 \leq i \leq N ) should contain the maximum value among the  N-1  elements other than  A_i  in the sequence. 
 
 
 
 
 
 
 "
34,p02622.html,"
 Problem Statement Given are strings  S  and  T . Consider changing  S  to  T  by repeating the operation below. Find the minimum number of operations required to do so. 
 Operation: Choose one character of  S  and replace it with a different character. 
 
 
 
 
 Constraints 
 S  and  T  have lengths between  1  and  2\times 10^5  (inclusive). 
 S  and  T  consists of lowercase English letters. 
 S  and  T  have equal lengths. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 S 
 T 
 
 
 
 
 
 Output Print the answer. 
 
 
 
 
 
 
 "
35,p03060.html,"
 Problem Statement There are  N  gems. The value of the  i -th gem is  V_i . 
 You will choose some of these gems, possibly all or none, and get them. 
 However, you need to pay a cost of  C_i  to get the  i -th gem. 
 Let  X  be the sum of the values of the gems obtained, and  Y  be the sum of the costs paid. 
 Find the maximum possible value of  X-Y . 
 
 
 
 
 Constraints 
 All values in input are integers. 
 1 \leq N \leq 20 
 1 \leq C_i, V_i \leq 50 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N 
 V_1   V_2   ...   V_N 
 C_1   C_2   ...   C_N 
 
 
 
 
 
 Output Print the maximum possible value of  X-Y . 
 
 
 
 
 
 
 "
36,p02860.html,"
 Problem Statement Given are a positive integer  N  and a string  S  of length  N  consisting of lowercase English letters. 
 Determine whether the string is a concatenation of two copies of some string.
That is, determine whether there is a string  T  such that  S = T + T . 
 
 
 
 
 Constraints 
 1 \leq N \leq 100 
 S  consists of lowercase English letters. 
 |S| = N 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N 
 S 
 
 
 
 
 
 Output If  S  is a concatenation of two copies of some string, print  Yes ; otherwise, print  No . 
 
 
 
 
 
 
 "
37,p02705.html,"
 Problem Statement Print the circumference of a circle of radius  R . 
 
 
 
 
 Constraints 
 1 \leq R \leq 100 
 All values in input are integers. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 R 
 
 
 
 
 
 Output Print the circumference of the circle.
Your output is considered correct if and only if its absolute or relative error from our answer is at most  10^{-2} . 
 
 
 
 
 
 
 "
38,p02706.html,"
 Problem Statement Takahashi has  N  days of summer vacation. 
 His teacher gave him  M  summer assignments. It will take  A_i  days for him to do the  i -th assignment. 
 He cannot do multiple assignments on the same day, or hang out on a day he does an assignment. 
 What is the maximum number of days Takahashi can hang out during the vacation if he finishes all the assignments during this vacation? 
 If Takahashi cannot finish all the assignments during the vacation, print  -1  instead. 
 
 
 
 
 Constraints 
 1 \leq N \leq 10^6 
 1 \leq M \leq 10^4 
 1 \leq A_i \leq 10^4 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 N   M 
 A_1   ...   A_M 
 
 
 
 
 
 Output Print the maximum number of days Takahashi can hang out during the vacation, or  -1 . 
 
 
 
 
 
 
 "
39,p02621.html,"
 Problem Statement Given an integer  a  as input, print the value  a + a^2 + a^3 . 
 
 
 
 
 Constraints 
 1 \leq a \leq 10 
 a  is an integer. 
 
 
 
 
 
 
 
 Input Input is given from Standard Input in the following format: 
 a 
 
 
 
 
 
 Output Print the value  a + a^2 + a^3  as an integer. 
 
 
 
 
 
 
 "
40,p02418.html,"
 
 
 Ring 
 
  Write a program which finds a pattern $p$ in a ring shaped text $s$.
 
 
 
 
 
 
 Input 
 
  In the first line, the text $s$ is given. 
  In the second line, the pattern $p$ is given.
 
 Output 
 
  If $p$ is in $s$, print  Yes  in a line, otherwise  No .
 
 Constraints 
 
 $1 \leq $ length of $p \leq $ length of $s \leq 100$ 
 $s$ and $p$ consists of lower-case letters 
 
 "
