id,correct RAG Gem,correct Gem FT,correct Gem,correct CL,complete RAG Gem,complete Gem FT,complete Gem,complete CL,censored
p02995.html,1,1,1,1,0,1,0,1,
p03261.html,0,0,0,0,0,1,1,1,
p02935.html,0,0,0,0,1,1,1,0,
p03457.html,0,0,0,0,0,0,0,1,
p02959.html,0,0,0,0,1,0,0,0,
p02403.html,1,1,1,1,1,1,1,1,
p02847.html,0,0,0,1,0,1,1,0,
p03720.html,1,0,1,0,1,0,1,0,
p02409.html,1,0,0,0,1,0,0,1,
p03814.html,0,0,0,1,1,1,1,1,
p03469.html,0,0,0,1,1,0,0,1,
p02987.html,0,0,0,1,1,1,1,0,
p03037.html,1,1,0,0,1,1,0,1,
p03147.html,0,0,0,0,0,1,1,0,
p03494.html,0,1,1,0,1,1,1,1,
p02994.html,0,0,0,0,1,1,1,0,
p02718.html,1,0,0,0,1,1,1,1,
p00007.html,0,1,0,1,1,1,1,0,
p02772.html,0,0,1,0,1,1,1,1,
p02784.html,0,1,1,0,1,1,1,0,
p02945.html,1,1,1,1,1,1,1,0,
p03292.html,0,0,1,0,1,0,1,0,
p03680.html,0,0,0,0,0,0,0,0,
p02676.html,1,0,0,0,1,0,0,0,
p03471.html,0,0,0,0,0,0,1,0,
p03239.html,1,1,1,1,1,1,1,1,
p02713.html,0,0,0,0,0,1,0,1,
p02897.html,1,1,1,0,1,1,1,1,
p02576.html,1,1,1,0,0,1,1,0,
p03012.html,1,0,0,0,1,0,0,0,
p02677.html,1,0,0,0,1,1,0,1,
p02390.html,1,1,1,1,1,1,1,1,
p02730.html,0,0,0,0,1,1,1,1,
p02898.html,1,1,1,1,1,1,1,1,
p02910.html,0,0,0,0,1,0,0,0,
p02729.html,0,0,0,0,1,1,1,1,
p00003.html,1,1,1,0,1,1,1,0,
p03289.html,0,0,0,1,0,1,1,0,
p02899.html,0,0,0,0,1,1,1,1,
p03059.html,0,0,0,0,0,0,0,1,
p02389.html,1,1,1,0,0,1,1,1,
p02699.html,1,1,1,1,1,1,1,0,
p02675.html,1,1,1,1,1,1,1,1,
p02790.html,1,1,1,0,1,1,1,0,
p02993.html,1,1,1,1,1,1,1,1,
p02420.html,1,0,0,0,1,1,1,0,
p03160.html,0,0,0,0,1,1,1,1,
p02723.html,1,1,1,1,1,1,1,1,
p03136.html,1,1,1,0,1,1,1,1,
p03455.html,1,1,1,1,1,1,1,1,
p00001.html,0,1,0,0,1,1,0,0,
p03449.html,0,0,0,0,1,1,1,0,
p03435.html,0,0,0,0,1,0,1,0,
p02818.html,1,1,1,0,1,1,1,1,
p02400.html,1,1,1,1,1,1,1,0,
p02392.html,1,1,1,1,1,1,1,1,
p03161.html,0,0,0,0,1,1,1,0,
p02886.html,1,1,1,1,1,1,1,1,
p02640.html,0,1,1,0,1,1,1,0,
p02753.html,0,1,1,0,1,1,1,0,
p03243.html,0,0,0,0,1,1,1,1,
p02404.html,0,0,0,0,1,1,1,1,
p03545.html,1,0,0,0,1,1,1,0,
p02917.html,0,0,0,0,1,1,1,0,
p02957.html,0,1,1,0,0,1,1,1,
p02264.html,0,0,0,0,1,1,0,1,
p02552.html,1,1,1,1,1,1,1,1,
p03493.html,0,0,0,0,1,1,1,0,
p03315.html,1,1,1,1,1,1,1,1,
p02595.html,0,0,0,0,0,1,1,1,
p03835.html,0,0,0,0,1,1,1,0,
p02916.html,0,0,0,0,1,1,1,1,
p02766.html,1,1,1,1,0,1,1,1,
p02413.html,0,0,0,1,1,1,1,1,
p02255.html,0,0,0,0,1,1,1,1,
p02256.html,1,1,1,1,1,1,1,0,
p02791.html,0,0,0,0,1,1,1,1,
p02421.html,1,1,1,0,0,0,0,1,
p02260.html,0,0,0,0,1,1,1,1,
p03042.html,0,0,0,0,1,1,1,1,
p02582.html,1,1,1,0,1,1,1,1,
p02263.html,0,1,1,0,1,0,0,0,
p02416.html,1,1,1,1,1,1,1,1,
p02934.html,1,1,1,0,1,1,1,1,
p02922.html,1,1,1,1,1,1,1,1,
p00006.html,0,1,1,1,0,1,1,0,
p03075.html,0,0,0,0,1,1,1,0,
p02405.html,1,1,1,1,1,1,1,1,
p02947.html,1,1,1,1,1,1,1,1,
p02836.html,0,1,0,1,1,1,1,1,
p03775.html,0,0,0,0,0,1,0,1,
p02887.html,0,0,0,0,1,1,1,0,
p02786.html,0,0,0,0,1,1,1,1,
p02402.html,1,0,0,1,1,1,1,0,
p02923.html,0,0,0,0,1,1,1,1,
p02701.html,1,1,1,1,1,1,1,0,
p03146.html,0,0,0,0,1,1,1,0,
p03041.html,1,1,1,1,1,1,1,1,
p02381.html,0,1,0,0,0,1,1,1,
p02831.html,0,0,0,0,1,1,1,0,
p02778.html,1,1,1,0,1,1,1,0,
p02658.html,0,0,0,0,1,1,1,1,
p03076.html,0,0,0,0,1,0,1,1,
p03644.html,0,0,0,0,1,1,1,0,
p02802.html,0,0,0,0,0,1,1,1,
p03448.html,0,0,0,0,1,1,1,1,
p02767.html,0,1,0,0,1,1,1,1,
p02571.html,0,0,0,0,1,1,1,0,
p02657.html,1,1,1,0,1,1,1,0,
p02628.html,0,0,0,0,1,1,1,1,
p02268.html,1,1,1,0,1,1,1,1,
p03001.html,0,0,0,0,0,1,1,1,
p03242.html,0,0,0,0,1,1,0,1,
p02401.html,1,1,1,1,1,1,1,1,
p03370.html,0,0,0,0,1,1,1,0,
p02830.html,1,0,0,0,1,1,1,0,
p04044.html,0,0,0,0,1,1,1,1,
p02397.html,1,1,1,1,1,1,1,0,
p02988.html,0,0,0,0,1,1,1,1,
p02989.html,0,0,0,0,1,1,1,1,
p02983.html,1,1,1,1,1,1,1,1,
p02687.html,1,1,1,1,1,1,1,1,
p02681.html,0,0,0,0,1,1,1,1,
p02724.html,1,0,1,0,1,1,1,1,
p02553.html,0,0,0,0,1,1,1,1,
p02419.html,1,0,0,0,1,1,1,1,
p02952.html,1,1,1,1,1,1,1,0,
p02773.html,1,1,1,0,1,1,1,1,
p03000.html,0,0,0,0,1,1,1,1,
p02399.html,1,1,1,1,1,1,1,1,
p03102.html,0,0,0,0,1,1,1,1,
p02835.html,1,1,1,1,1,1,1,0,
p02832.html,0,0,0,0,1,1,1,0,
p04012.html,1,1,1,0,1,1,1,1,
p02719.html,0,0,0,0,1,1,1,1,
p02981.html,1,1,1,1,1,1,1,1,
p02570.html,0,1,1,0,0,1,1,1,
p02612.html,0,0,0,0,1,1,1,0,
p02982.html,0,0,0,0,1,1,1,1,
p03308.html,1,1,1,1,1,1,1,1,
p02396.html,1,1,1,0,1,1,1,1,
p02953.html,0,0,0,0,1,1,1,1,
p02754.html,0,0,0,0,0,1,1,1,
p03325.html,0,0,1,0,0,1,1,0,
p02682.html,0,0,0,0,1,1,1,0,
p02393.html,1,1,1,0,1,1,1,0,
p02639.html,1,1,1,1,1,1,1,1,
p00002.html,1,1,1,0,1,1,1,1,
p03316.html,0,0,0,1,1,1,1,0,
p02712.html,0,0,0,0,1,1,1,1,
p03324.html,0,0,0,1,1,1,1,0,
p02394.html,0,0,0,1,0,0,0,1,censored
p02547.html,0,0,0,0,1,1,1,1,
p03086.html,0,1,1,0,0,1,1,1,
p03035.html,1,1,1,0,0,1,1,1,
p03695.html,0,0,0,0,1,1,1,0,
p03126.html,0,0,1,0,1,1,1,0,
p02725.html,0,0,0,0,1,1,1,1,
p02711.html,1,1,1,0,1,1,1,0,
p02700.html,0,0,0,0,1,1,0,1,
p02801.html,1,1,1,0,1,1,1,1,
p02848.html,0,1,1,1,1,1,1,1,
p02921.html,1,1,1,1,1,1,1,1,
p02613.html,1,1,1,1,1,1,1,1,
p03434.html,0,0,0,0,1,1,1,1,
p02951.html,0,0,0,0,1,1,1,0,
p02577.html,0,0,0,0,0,1,1,0,
p02759.html,1,1,1,0,1,1,1,1,
p02412.html,1,1,1,1,1,1,1,0,
p04043.html,1,0,0,1,1,1,1,0,
p02812.html,1,0,1,0,0,1,1,1,
p03632.html,0,0,0,0,1,1,1,1,
p02258.html,1,1,1,1,1,1,1,0,
p02881.html,0,0,0,0,0,1,1,1,
p02659.html,1,1,0,0,1,0,0,0,
p00011.html,0,0,0,0,1,1,1,1,censored
p02388.html,1,1,1,1,1,1,1,0,
p03478.html,1,1,1,0,1,1,1,0,
p03281.html,1,1,1,1,1,1,1,0,
p03087.html,0,0,0,0,1,1,1,1,
p02627.html,0,1,1,0,1,1,1,1,
,,,,,,,,,

